Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
LOC100302640,1.18642,1.0179,0.900769,0.8984,0.66989,1.41154,1.45136,1.88291,1.72222,1.20609,1.30363,1.49234,1.29725,1.12485,1.26197,1.23381,1.03269,0.852129,1.43843,0.911531,0.787476,1.26697,0.794167,1.74551
LOC100303749,0.183529,0.170765,0.112272,0.0331154,0.253587,0.158846,0.204192,0,0.0329662,0.158955,0.190956,0.348854,0.10827,0.248748,0.13779,0.0728636,0.224931,0.0432877,0.138978,0.0612823,0.171659,0.0876226,0.305632,0.123872
LOC100335030,0.624871,0.665553,0.381945,0.403258,0.611026,0.273668,0.741831,0.80944,0.681752,0.631397,0.888264,0.436426,0.691778,0.521973,0.540875,0.484214,0.752307,0.709488,0.710166,0.889481,0.608451,0.572691,0.424605,0.273109
LOC100379224,0.639254,0.72324,0.428332,0.45705,0.772774,0.407909,0.836642,0.8484,0.844195,0.642497,0.563567,0.567746,0.852232,0.996412,0.463096,0.670791,0.861984,0.738875,0.893874,0.577422,0.584739,0.787079,0.722225,0.329704
LOC100499183,0.427209,0.793678,0.697525,0.398169,0.642247,0.511583,0.614297,0.544,0.548807,0.738157,0.904184,1.08932,0.616589,0.895722,0.847736,0.572194,0.638994,0.639521,0.941072,0.97375,1.27947,0.561049,0.712599,0.534501
LOC100499194,0.40947,0.380046,0.611871,0.331511,0.305529,0.322814,0.548474,0.473383,0.485376,0.573839,0.469013,0.52814,0.392391,0.736856,0.6778,0.238212,0.492811,0.446276,0.732516,0.625707,0.91508,0.580551,0.710269,0.616047
LOC100499227,0.186947,0.223126,0.338009,0.151456,0.198119,0.312769,0.25261,0.399594,0.397245,0.197974,0.126593,0.141996,0.103799,0.0493087,0.163417,0.164556,0.0547602,0.211156,0.161936,0.159586,0.324211,0.180151,0.13217,0.255602
LOC100499405,0.705015,0.613608,0.404631,0.335208,0.319323,0.261126,0.949642,1.10796,1.01829,0.73237,0.695167,0.853962,0.42187,0.458572,0.67705,0.766114,0.594057,0.89353,1.11654,0.9569,1.08702,0.769353,0.710514,0.547792
LOC100499484,0.270675,0.372619,0.399272,0.237664,0.263274,0.347839,0.188533,0.299597,0.275561,0.296961,0.418466,0.510752,0.257484,0.296679,0.263086,0.22876,0.470139,0.531121,0.313033,0.369681,0.392458,0.369384,0.356093,0.335146
LOC100499484-C9ORF174,0.292571,0.354701,0.444977,0.257848,0.385595,0.187604,0.257302,0.248341,0.342769,0.543639,0.570529,0.58848,0.526266,0.58806,0.541025,0.416962,0.128207,0.214495,0.504736,0.650627,0.653696,0.428208,0.522702,0.603343
LOC100499489,4.43843,5.30457,4.87338,4.37932,4.64133,4.69205,4.14203,4.88393,4.82976,3.55758,3.78658,3.20159,3.02588,4.29412,3.28182,4.85001,5.03185,4.25752,3.94997,3.45948,3.23635,4.36354,3.6029,3.92133
LOC100505474,0.0987447,0.0643559,0.0392962,0.0744035,0.0114762,0.0572018,0.363298,0.358996,0.244694,0.0701557,0.161462,0.122839,0.0367586,0.0666218,0.0293148,0.206482,0.205528,0.221487,0.229511,0.383426,0.307007,0.144941,0.217989,0.142205
LOC100505495,1.42775,1.27874,0.959603,1.29351,1.15196,0.798299,1.72516,1.57155,1.35041,1.23036,1.35002,1.31731,1.52414,1.4288,1.29371,1.54296,1.65589,1.51243,1.46774,1.59293,1.32191,1.5081,1.35676,1.20152
LOC100505549,0.957349,0.943888,0.743045,0.808811,0.692291,0.585554,0.863628,0.94946,0.749279,0.759921,0.644753,0.46126,0.915969,0.692081,0.553116,1.03382,0.854903,0.853454,0.902498,0.835488,0.784237,0.561447,0.979282,0.414748
LOC100505622,2.63065,2.19943,2.85476,1.14401,0.975459,1.83769,4.86176,4.33489,5.70795,1.22311,1.64935,2.36797,0.224382,1.28998,0.55428,1.15673,1.9186,2.90518,2.73323,2.58836,2.14491,2.09298,1.21555,1.22213
LOC100505633,1.21118,1.87617,1.78884,4.40563,5.52192,5.05989,0.65563,0.976955,1.04174,2.55173,2.99874,4.23768,5.85873,5.49787,6.05546,2.79355,3.79484,3.92969,2.07171,2.51666,1.95405,4.4138,5.09167,4.14844
LOC100505648,0.873358,0.529536,0.747043,0.826313,0.670642,0.650151,1.00289,1.04021,0.889662,1.16151,1.26875,1.00237,0.729345,1.23174,0.903372,0.947658,1.09049,0.995322,1.21335,1.3115,0.787511,1.1086,1.43035,1.11768
LOC100505658,0.045442,0.112844,0.0495401,0.10344,0.0804679,0.048794,0.0288174,0.031146,0.0426741,0.0737296,0.0904261,0.0885101,0.0818481,0.122256,0.0730023,0.0602998,0.0826154,0.0623588,0.0446407,0.0287232,0.0729999,0.138191,0.0835859,0.0376928
LOC100505666,0.910878,1.06046,0.935488,1.28342,0.773618,1.40413,0.901479,1.04604,1.07679,1.01086,1.27938,1.32935,0.786605,0.702467,1.33445,1.10233,0.897264,1.24038,1.13718,0.83907,1.23504,0.615638,1.11645,1.04254
LOC100505676,0.0891245,0.0817305,0.0327983,0.161395,0.126874,0.0645954,0.091677,0.0358258,0.0871724,0.0799232,0.115303,0.0484586,0.150505,0.176387,0.215869,0.141098,0.114203,0.166801,0.0684795,0.0730361,0.0792994,0.165552,0.142553,0.086544
LOC100505679,0.390733,0.172595,0.304245,0.256493,0.494609,0.484964,0.0878203,0.429294,0.343366,0.191527,0.529637,0.251444,0.237574,0.318779,0.251479,0.253077,0.107631,0.478036,0.325445,0.66366,0.334228,0.102712,0.778953,0.217573
LOC100505687,5.47347,5.93663,4.41306,5.26744,6.10405,4.02299,6.48176,5.7047,5.08612,7.42399,8.4112,7.01196,6.50384,7.20208,7.00818,6.59069,6.54792,6.4704,7.89133,8.05775,8.13202,7.29864,6.46511,5.43267
LOC100505695,1.16305,1.02876,0.666055,0.935599,0.782754,0.555692,1.40679,1.73519,1.08286,1.70042,1.43576,1.00885,1.13163,1.49231,1.08298,1.26273,1.17469,1.43538,1.63812,2.49978,1.30496,1.65508,1.14978,0.774397
LOC100505702,0.431822,0.539128,0.312064,0.549296,0.581319,0.280332,0.584074,0.505177,0.433439,0.370295,0.466405,0.331212,0.371793,0.517404,0.508974,0.648109,0.534849,0.543636,0.524993,0.574598,0.42794,0.596806,0.597651,0.461089
LOC100505715,0.643016,0.830826,0.338076,0.610179,0.704957,0.498484,0.498967,0.630686,0.436138,0.784072,0.67789,0.676995,1.11776,0.79046,0.752601,0.667797,0.801229,0.638325,0.675579,0.898629,0.708126,0.824649,0.546109,0.638297
LOC100505716,0.155122,0.1243,0.0623229,0.0376842,0.134441,0.0419331,0.0736604,0.111789,0.139937,0.205554,0.160806,0.0920054,0.197081,0.0650599,0.124673,0.101582,0.0234991,0.106627,0.19032,0.253983,0.232533,0.157035,0.139174,0.103475
LOC100505718,0.0972017,0.229083,0.0889121,0.16836,0.134833,0.0469028,0.150349,0.157484,0.141127,0.202911,0.202737,0.130742,0.236173,0.059762,0.0773037,0.092568,0.0887562,0.0640433,0.195165,0.27491,0.182219,0.130167,0.114332,0.106874
LOC100505738,0.0731628,0.0673005,0.0613378,0.0403197,0.0431055,0.0258921,0.0510213,0.0504019,0.0498133,0.0703805,0.0642227,0.0414031,0.0350051,0.077463,0.0944459,0.0773916,0.0643243,0.0642941,0.0642548,0.0299327,0.0649841,0.062039,0.0566774,0.0202496
LOC100505761,2.19776,2.32915,1.52374,2.87781,2.59493,1.36025,1.97956,1.98803,1.6396,2.65485,2.68823,2.22587,2.82611,2.81129,2.71485,2.37469,1.9396,2.08248,2.24212,2.28089,1.81006,2.27835,1.83841,1.44419
LOC100505783,1.1433,1.28238,1.20576,0.786036,0.873616,0.998606,1.30189,2.03174,1.87789,2.50377,1.95536,1.98343,2.00212,1.23942,1.46718,1.47082,0.946114,1.29221,2.04517,2.08392,1.99687,2.04455,1.33024,1.42118
LOC100505806,15.7881,15.6948,15.1127,17.4364,16.5895,15.8838,15.9215,15.6083,15.4082,16.2402,14.4166,14.8549,18.4581,17.1795,19.1789,15.0883,14.5485,14.2647,16.8789,14.0992,17.235,15.5696,14.4076,15.5559
LOC100505812,2.1292,2.12043,1.27163,2.40778,1.88875,1.22765,2.27649,2.37168,1.71942,1.49865,1.7541,1.12619,1.55804,1.60993,1.35764,2.27862,2.30852,1.91866,1.38838,2.08468,1.43175,1.72876,1.47232,1.16851
LOC100505817,24.5182,24.5478,15.322,14.3433,16.7569,11.4992,10.6313,11.7247,10.058,17.3053,15.3289,14.4076,21.0586,16.4048,18.6138,9.46158,10.3779,9.88548,12.445,13.6523,12.4344,11.6993,11.5791,9.71124
LOC100505841,0.622408,0.445906,1.18858,0.396411,0.568362,0.22798,1.42584,1.53507,0.654109,0.250615,0.553266,0.365366,0.472026,0.222201,0.214796,0.22591,0.984055,0.490422,0.375459,0.660413,0.154377,0,0.405628,0.12205
LOC100505865,2.94533,2.65961,3.2353,1.57998,1.94808,1.67209,2.75449,3.29811,3.01199,2.45952,3.98694,2.45361,1.88816,2.72589,2.19339,1.22513,1.38973,2.08141,2.32188,2.13913,3.28676,1.95194,1.82469,1.93478
LOC100505875,0.280221,0.265166,0.0394204,0.21151,0.457148,0.248997,0.232025,0.206694,0.326726,0.128692,0.30621,0.147339,0.336104,0.234053,0.285575,0.2592,0.327225,0.324789,0.347866,0.292634,0.304239,0.199927,0.361868,0.139367
LOC100505876,7.24002,6.88825,3.42222,6.36519,6.58714,3.29872,6.52501,6.64291,4.16298,5.95789,5.32202,4.03561,6.29268,6.15311,5.84554,5.62317,5.28268,3.88066,5.46493,6.70831,4.29318,5.25606,5.56009,3.71677
LOC100505912,0.471543,0.417327,0.381585,0.102236,0.114326,0.0296455,0.384787,0.22797,0.246361,0.169312,0.232792,0.0373434,0.17031,0.064933,0.157694,0.0876281,0,0.166934,0.0340366,0.0778276,0.153464,0.0964932,0.0323738,0.0913621
LOC100505918,0.0204825,0.0592243,0.0238013,0.00851914,0.0268728,0.00747835,0.041423,0.0421064,0.0198862,0.0327699,0.0109746,0.033424,0.027219,0.0305767,0.0217028,0.0387482,0,0.0360989,0.0568881,0.0387424,0.0227574,0,0.0594439,0.0348807
LOC100505933,0.0217202,0.0760988,0.0547104,0.43507,0.623651,0.593297,0.0731036,0.0691163,0.0245671,0.139261,0.0479267,0.0551952,0.509234,0.487322,0.457144,0.290611,0.291469,0.295338,0.0775612,0.0276835,0.107751,0.170934,0.405193,0.246741
LOC100505978,0.14822,0.205895,0.379111,0.030679,0.25419,0.200548,0.0612584,0.33655,0.324691,0.076396,0.152277,0,0.0483895,0.396692,0.172295,0.299811,0.310098,0.199975,0.238604,0,0.19963,0.152167,0.35831,0.322069
LOC100506023,0.320197,0.412577,0.200504,0.176348,0.25957,0.179321,0.404187,0.369232,0.357325,0.622451,0.458919,0.416041,0.326694,0.317744,0.298145,0.353708,0.351369,0.267223,0.602253,0.575424,0.454918,0.318306,0.271618,0.199033
LOC100506025,0.0120508,0.0429605,0.00648027,0.0105583,0.0551139,0.0261525,0.0377344,0.0126229,0.0298172,0.0127429,0.0143265,0.0115752,0.0505006,0.0109785,0.024889,0.0472788,0.0427252,0.0124545,0.0590014,0.0376888,0.0354743,0.0426822,0.0559132,0.0167858
LOC100506054,10.3156,11.7581,10.2071,10.762,12.2718,11.0041,9.95532,12.6635,11.3162,8.55432,9.47049,8.299,8.78208,9.59364,7.97276,9.73071,12.5104,10.5362,9.48469,9.45357,7.97451,8.84857,10.1085,9.46129
LOC100506060,0.400341,0.433197,0.307564,0.578742,0.601859,0.34593,0.553993,0.315654,0.552729,0.909698,0.753532,0.635016,0.584412,0.659653,0.5734,0.465394,0.486232,0.299363,0.630017,0.863072,0.51863,0.53335,0.780567,0.350231
LOC100506071,0.0323205,0.0647469,0.0787077,0.148797,0.0968236,0.09189,0.152559,0.101198,0.0836589,0.148616,0.114874,0.0836209,0.105396,0.209083,0.123852,0.032371,0.0342553,0.100044,0.110344,0.218088,0.13994,0.0536115,0.192574,0.0838703
LOC100506082,0.433512,0.672677,0.927889,0.255279,0.0885812,0.107726,0.340635,0.641324,0.358002,0.107704,0.525277,0.949545,0.394276,0.410448,0.523454,0.471136,0.230902,0.27263,1.05221,0.347105,0.25925,0.306709,0.104629,0.98301
LOC100506083,0.295115,0.374533,0.234595,0.34679,0.592517,0.381537,0.410669,0.279997,0.391955,0.604005,0.858216,0.491301,0.633625,0.477193,0.447607,0.5363,0.537559,0.566877,0.57497,0.668885,0.431648,0.383951,0.234078,0.316291
LOC100506100,2.45051,2.43913,3.70253,4.29974,3.64246,3.57311,2.72995,3.63672,2.2383,5.03253,3.64171,4.20628,4.80709,4.08319,4.02952,2.84338,3.02028,3.8399,3.67262,4.0012,3.65732,4.28284,4.37209,3.35005
LOC100506123,0.0885915,0.116327,0.0333472,0.0627585,0.0389516,0.0742316,0.243075,0.292052,0.222009,0.0972826,0.0656491,0.0623342,0.126799,0.0964407,0.102244,0.0704007,0.0729827,0.109659,0.162978,0.145639,0.173322,0.0565841,0.0852694,0.0474461
LOC100506124,0.90093,0.730961,0.621617,0.741956,0.57562,0.456609,1.19048,1.03475,1.25141,0.979571,1.16258,0.933037,0.937709,0.991319,0.880637,1.27903,1.58293,1.66555,1.52614,1.6863,1.27053,1.04152,1.08665,1.09933
LOC100506134,0.142535,0.212777,0.0499631,0.0781801,0.313242,0.298851,0.0398595,0.208904,0.109446,0.338718,0.159809,0,0.412531,0.102555,0.104559,0.12802,0.503391,0.260159,0.261415,0.117465,0,0.29483,0.253244,0.0524567
LOC100506136,0.442747,0.429634,0.322146,0.533992,0.20283,0.280352,0.50928,0.920977,0.438077,0.763611,0.396319,0.805492,0.490657,0.503912,0.643985,0.472113,0.347943,0.588923,0.56657,0.73498,0.344938,0.576516,0.437016,0.467362
LOC100506178,0.336132,0.688798,0.485377,0.276116,0.167416,0.238731,1.27947,1.26514,1.24505,1.37126,1.35036,1.38158,0.364044,0.356769,0.433354,0.427112,0.453202,0.351713,1.63545,2.27497,2.1288,0.566759,0.549817,0.348934
LOC100506190,9.78486,7.96891,7.05564,8.31688,7.84424,5.47938,11.124,9.84686,9.70268,14.3106,12.079,12.8153,12.1483,11.8377,11.6813,8.81531,7.84674,8.50563,13.4864,13.3536,12.8253,11.0628,11.5748,10.6607
LOC100506207,0.729863,0.544886,0.586533,0.501129,0.493803,0.181112,0.81623,0.505543,0.390727,0.553368,0.536571,0.630139,0.790937,0.655742,0.48132,0.75326,0.767125,0.443581,0.563976,0.700732,0.458771,0.679559,0.615795,0.635099
LOC100506233,10.5554,10.8692,5.7144,8.82913,9.47894,5.80304,10.0478,11.5812,9.67723,9.11635,9.37843,8.4156,9.83612,8.25019,8.0098,9.57305,11.4356,9.11854,10.3881,10.9062,7.8131,8.41411,9.93692,6.75438
LOC100506314,0.14994,0.182496,0.124805,0.0356556,0.195707,0.018402,0.143792,0.175168,0.0758344,0.261091,0.440024,0.292132,0.295408,0.127856,0.251623,0.104187,0.12186,0.137969,0.262029,0.29815,0.119826,0.138741,0.163694,0.0689418
LOC100506321,0.220565,0.0984542,0.199627,0.263456,0.145069,0.0718232,0.122746,0.547735,0,0.293247,0.201924,0.127322,0.736151,0.19796,0.102363,0.287299,0.17241,0.326894,0.386826,0.129593,0.421317,0.180205,0.242906,0.226734
LOC100506343,0.336271,0.0909849,0.276555,0.186655,0.189718,0.241348,0.0625808,0.198234,0.350605,0.168278,0.183537,0.272303,0.188767,0.126412,0.351453,0.184673,0.194487,0.178434,0.0938123,0.202787,0.160787,0.239035,0.222876,0.297225
LOC100506368,0.309471,0.546757,0.261671,0.520952,0.450455,0.302211,0.49534,0.319007,0.324174,0.45361,0.770014,0.458526,0.49744,0.589317,0.577988,0.398448,0.489811,0.504017,0.590712,0.750037,0.687378,0.9283,0.72032,0.619009
LOC100506385,0.812428,0.600515,0.595337,0.373415,0.526418,0.424053,0.897075,0.46981,0.87512,0.585961,0.485916,0.352869,0.254127,0.460515,0.618439,0.869133,0.710934,0.740013,0.383304,0.536356,0.453023,0.459804,0.5579,0.291693
LOC100506394,8.54325,8.06825,6.75899,6.33449,6.56417,4.61645,7.95487,8.07278,8.26579,8.56173,9.52212,7.88811,6.17384,5.65963,5.40499,5.39126,5.40866,5.12956,9.88779,10.3959,9.31141,5.43517,5.11026,4.74757
LOC100506451,3.61558,4.43528,3.61068,2.44495,3.19953,2.90323,4.66848,5.27832,4.54993,3.96135,4.2711,4.36476,4.3533,3.28321,3.67661,3.6679,4.42486,4.14527,4.60452,4.83501,3.68202,4.03237,3.86876,2.99802
LOC100506469,3.513,3.37265,3.64057,3.36665,3.13027,2.84192,2.77975,3.62976,3.65359,3.19975,3.09266,3.49078,3.01218,2.70035,3.24617,3.17578,2.85444,3.26694,2.61213,2.6031,3.37311,2.72577,2.56704,2.86622
LOC100506472,0.106528,0.100689,0.276069,0.137251,0.175288,0.162563,0.0574463,0.0797441,0.0816224,0.0833809,0.167062,0.250227,0.0842975,0.176987,0.21351,0.146655,0.14105,0.22046,0.0824683,0.146854,0.152085,0.16364,0.180972,0.197754
LOC100506548,9.31661,10.2518,7.34867,9.94178,10.0475,7.85339,9.66371,10.3397,8.75289,11.3751,11.8076,10.0965,11.568,10.5747,11.5462,9.62672,9.62375,9.74391,11.4139,11.2929,9.34836,10.1662,10.0704,8.63432
LOC100506599,0.623894,0.598315,0.415817,0.666956,0.440192,0.396388,0.655019,0.464313,0.455916,0.566591,0.58326,0.535655,0.668237,0.557395,0.611608,0.461323,0.595241,0.582221,0.560241,0.458346,0.421655,0.649136,0.664443,0.540604
LOC100506655,0.169914,0.107511,0.114308,0.0715264,0.15829,0.108342,0.152566,0.108976,0.12876,0.115568,0.138047,0.129936,0.141663,0.278999,0.247832,0.117831,0.209478,0.107423,0.221962,0.136837,0.246339,0.129514,0.119383,0.0814259
LOC100506668,4.88204,5.25036,5.43447,4.98167,5.49759,5.59209,5.33924,5.63772,5.46828,5.22473,5.39482,5.37992,5.08687,4.68335,5.60714,5.54554,6.10811,6.31752,4.83898,5.14135,6.1419,5.21052,4.88553,5.62653
LOC100506710,11.3633,10.0821,5.76808,9.56699,8.37405,5.70791,12.5025,10.8214,9.61202,12.8741,10.8812,9.50272,11.9609,9.98036,11.4396,10.8128,9.89584,8.92379,13.2401,13.9256,11.2518,12.7776,10.6038,7.67731
LOC100506713,1.52331,1.56265,1.89138,1.31749,1.37156,1.73324,1.94934,1.79475,1.20288,2.36027,2.45246,1.68569,1.74664,1.32821,1.82828,1.38538,1.24918,1.78996,1.93824,1.53464,2.58575,1.15092,1.67168,1.83209
LOC100506714,4.37504,4.48607,4.48002,3.88068,3.59631,3.53326,5.27073,4.68233,5.61526,4.27964,4.67323,4.00521,3.54249,3.47902,3.6794,4.13444,3.52926,4.01441,5.28636,4.85568,4.97058,3.78693,3.69487,3.89705
LOC100506730,0.78953,0.811127,0.463645,0.68399,0.691642,0.462591,0.590085,0.616944,0.441433,0.587841,0.661234,0.70539,0.770493,0.617777,0.845072,0.540341,0.482663,0.435836,0.547777,0.654459,0.449682,0.54756,0.5646,0.481652
LOC100506746,1.03876,1.24871,0.714083,1.03092,1.20247,0.672366,0.982201,1.20776,1.03347,1.41219,1.51129,1.38037,1.61512,1.32044,1.47221,1.24628,1.3084,1.29962,1.47432,2.01022,1.31969,1.35014,1.41554,1.19533
LOC100506776,0,0.0114336,0.0192814,0.0374012,0.0117713,0.0275844,0.00630714,0.0281992,0.00712045,0.00797857,0.0292514,0.0215891,0.0391766,0.0134885,0.0282362,0.0141939,0.0150109,0.0315954,0.00842604,0.00875956,0.0154923,0.0407477,0.00648446,0.016865
LOC100506795,0.115104,0.0388885,0.0420655,0.0425219,0.020132,0.0403703,0.0637906,0.0488975,0.074063,0.0732715,0.0736421,0.0260052,0.045482,0.0545118,0.025202,0.0242453,0.0423173,0.0719552,0.0657288,0.105663,0.0638949,0.0362745,0.0450833,0.0510145
LOC100506801,0.0810053,0.0861262,0.0905636,0.0839358,0.0946087,0.0966181,0.050877,0.034619,0.040559,0.129078,0.0535403,0.0281679,0.084675,0.130482,0.0674626,0.0700887,0.104451,0.0690616,0.0471535,0.0671486,0.0576428,0.0112117,0.0693143,0.129881
LOC100506804,0.377722,0.379476,0.300789,0.409667,0.340484,0.379313,0.330212,0.478507,0.510075,0.358081,0.606364,0.670089,0.374138,0.395474,0.387206,0.329561,0.3444,0.313549,0.617923,0.582183,0.543119,0.283029,0.369503,0.384314
LOC100506834,0.025796,0.031754,0.00242455,0.0211428,0.00892094,0.00692138,0.00490446,0.0209607,0.00452203,0.0550824,0.0122444,0.020511,0.0737068,0.0461115,0.0735883,0.0062153,0.0117751,0.0160685,0.0439432,0.0646026,0.033278,0.0285903,0.0133379,0.0276057
LOC100506844,16.2988,17.0038,14.7327,16.7661,15.654,13.7148,16.8122,19.8366,14.8128,24.1994,23.1592,20.8692,22.2249,18.3502,17.0268,19.2946,16.4735,18.159,22.4163,22.8965,19.2583,20.8449,18.0845,18.1229
LOC100506874,0.0754312,0.115673,0.112453,0.163239,0.105644,0.109513,0.156454,0.0778353,0.118754,0.308703,0.169367,0.232339,0.158063,0.316336,0.311532,0.175319,0.11254,0.126492,0.182417,0.283333,0.222641,0.198776,0.181142,0.164738
LOC100506895,0.581801,0.494965,0.328747,0.449732,0.293195,0.412504,0.554716,0.494891,0.276803,0.776933,0.624839,0.51917,0.362488,0.543405,0.422173,0.323163,0.327669,0.406951,0.553197,0.613277,0.515442,0.446479,0.505824,0.419627
LOC100506963,0.52009,0.711087,0.809766,0.76069,1.23292,0.609138,0.858767,1.00179,0.560291,0.978114,1.84905,1.81984,1.06539,1.57841,1.0906,1.24711,1.77622,1.56107,0.928946,1.91401,1.91382,0.914926,1.56032,1.22079
LOC100506990,1.03007,1.19768,0.896326,0.930914,0.975572,0.885795,1.60583,1.58171,1.35925,1.14573,1.37992,1.59319,0.725456,0.815693,0.946816,0.773203,0.971522,0.915703,1.48356,1.64234,1.39691,0.870664,0.878995,0.837627
LOC100507032,0.454346,0.537551,0.377326,0.69316,0.786048,0.490853,0.655865,0.644559,0.498979,0.53496,0.722202,0.507776,0.718927,0.644893,0.643328,0.744206,0.753444,0.708922,0.396394,0.451512,0.373828,0.578431,0.644191,0.478878
LOC100507053,0.252747,0.310028,0.136022,0.319487,0.356312,0.21226,0.236902,0.29132,0.237222,0.29196,0.328234,0.17135,0.441504,0.440184,0.257404,0.304897,0.311939,0.257516,0.390332,0.27798,0.217574,0.346434,0.324693,0.304037
LOC100507066,1.19935,1.5064,1.35435,0.63787,0.634022,1.18844,1.35535,2.29057,1.47922,2.30267,2.34484,2.12447,1.46896,1.41908,1.67388,1.30737,0.89462,1.33221,1.88511,2.53591,2.35917,1.43623,1.71778,1.43206
LOC100507117,0.012408,0.0811965,0.0177066,0.0304021,0.0424764,0.0174047,0.0301253,0.0250606,0.0120338,0.0129139,0.129691,0.0252807,0.0316961,0.0484344,0.0475325,0.0228057,0,0.040712,0.0269752,0.0766877,0.0391681,0.0645077,0.0805172,0.0309453
LOC100507118,0.261986,0.38058,0.279152,0.494077,0.438532,0.170586,0.189731,0.0795701,0.181099,0.390727,0.240743,0.0956665,0.215914,0.357801,0.29278,0.221584,0.320335,0.140008,0.205902,0.1344,0.100818,0.0845528,0.196102,0.240035
LOC100507140,0.0443334,0.0578712,0.077978,0.0360778,0.0230475,0.00816948,0.153692,0.125066,0.0788333,0.0931601,0.0447107,0.0284462,0.0600235,0.0658856,0.0556034,0.0407099,0.0751883,0.0302476,0.157004,0.104319,0.144047,0.0453235,0.0777675,0.0928904
LOC100507156,1.24802,1.13274,0.943786,1.14121,1.00077,0.80648,1.55018,1.39713,1.30708,1.0593,1.06771,1.15468,0.728544,0.649248,0.729078,1.11362,1.22442,1.1821,1.45491,1.30398,1.37128,1.0501,1.03763,0.919813
LOC100507173,0.795709,1.4088,1.67282,1.4769,1.26048,1.97634,1.36988,1.34426,0.738781,2.0527,2.46701,2.23297,1.9694,1.46268,1.67699,1.6239,1.21321,1.76223,1.49055,2.08375,2.32802,1.50498,1.28211,2.05196
LOC100507206,1.0602,0.831757,0.530023,0.561864,0.551382,0.342955,1.34559,1.19797,1.02187,0.953298,1.10285,1.07456,0.82194,0.578351,0.70802,0.9993,1.07211,0.945234,1.40775,1.47045,1.33456,0.843529,0.924092,0.807832
LOC100507217,15.1713,16.3693,8.09357,14.0283,15.7692,7.85919,18.2181,20.4534,12.5644,21.764,28.0781,16.0471,18.5701,15.8218,16.0764,19.3102,21.9784,16.2067,24.1503,29.2975,16.4422,21.9426,19.2912,10.388
LOC100507244,0.0166722,0.0973407,0.0860903,0.241893,0.175657,0.10595,0.106433,0.0493585,0.0282774,0.14463,0.0566459,0.0498616,0.242824,0.368941,0.210612,0.146023,0.0746045,0.0699252,0.0788463,0.0237241,0.1002,0.150903,0.104105,0.0701228
LOC100507266,0.119853,0.15884,0.0886735,0.106948,0.1338,0.0640089,0.0983873,0.131097,0.0872562,0.205539,0.223619,0.162617,0.16068,0.135375,0.247001,0.173568,0.168864,0.2236,0.186206,0.220629,0.21949,0.180464,0.132582,0.179205
